iata,city,state,lat,lon
KVU,Korolevu,FJ,-18.215569,177.729767
KVX,Kirov,RU,58.503883,49.347831
KWA,Kwajalein,MH,8.720120429992676,167.73199462890625
KWB,Karimunjawa,ID,-5.80091,110.47838
KWD,Kavadja,CF,7.964938,23.526018
KWE,Guiyang (Nanming),CN,26.541466,106.803331
KWF,Waterfall,AK,55.296299,-133.242996
KWG,Kryvyi Rih,UA,48.04330062866211,33.209999084472656
KWH,Khwahan,AF,37.890021,70.20383
KWI,Kuwait City,KW,29.226601,47.968899
KWJ,Gwangju,KR,35.123173,126.805444
KWK,Kwigillingok,AK,59.876499,-163.169005
KWL,Guilin (Lingui),CN,25.219828,110.039553
KWM,Kowanyama,AU,-15.485369,141.752572
KWN,Quinhagak,AK,59.7551,-161.845
KWO,Kawito,PG,-7.977006912,142.8235779
KWP,West Point,AK,57.7700996399,-153.548996
KWS,Kwailabesi,SB,-8.360508,160.775127
KWT,Kwethluk,AK,60.790298,-161.444
KWY,Kiwayu,KE,-1.96056,41.297501
KWZ,Kolwezi,CD,-10.7659,25.505699
KXA,Kasaan,AK,55.537399,-132.397995
KXB,Kolaka,ID,-4.338158,121.524047
KXD,Kondinskoye,RU,59.655083,67.430046
KXE,Klerksdorp,ZA,-26.871099,26.718
KXF,Koro Island,FJ,-17.3458004,179.4219971
KXK,Komsomolsk-on-Amur,RU,50.40900039672852,136.9340057373047
KXO,Kisoro,UG,-1.2837,29.7197
KXU,Katiu,PF,-16.339681,-144.407966
KYA,Konya,TR,37.979,32.561901
KYB,Ken's Bore,AU,-22.15722,116.156223
KYD,Orchid Island,TW,22.027000427246094,121.53500366210938
KYE,Tripoli,LB,34.589298,36.011299
KYF,nan,AU,-27.27706004,120.0956726
KYI,Yalata Mission,AU,-31.4706,131.824997
KYK,Karluk,AK,57.565919,-154.453762
KYO,Tampa,FL,28.22130013,-82.37449646
KYP,Kyaukpyu,MM,19.42639923095703,93.53479766845705
KYS,nan,ML,14.482473,-11.39971
KYT,Kyauktu,MM,21.399999618530277,94.13330078
KYU,Koyukuk,AK,64.876099,-157.727005
KYX,Yalumet,PG,-6.09,147.0117
KYZ,Kyzyl,RU,51.669399,94.400597
KZB,Zachar Bay,AK,57.553001,-153.746052
KZC,Kampong Chhnang,KH,12.255032,104.564657
KZD,Krakor,KH,12.5385,104.1486
KZF,Kaintiba,PG,-7.50025,146.0338333
KZG,Kitzingen,DE,49.744293,10.207313
KZI,Kozani,GR,40.286098,21.840799
KZN,Kazan,RU,55.606201,49.278702
KZO,Kyzylorda,KZ,44.706902,65.592499
KZR,Altıntaş,TR,39.113079,30.128111
KZS,Kastelorizo Island,GR,36.141701,29.576401
LAA,Lamar,CO,38.066407,-102.691373
LAB,Lab Lab Mission,PG,-5.7204,148.0566
LAC,Pulau Layang-Layang (Swallow Reef),MY,7.37157,113.844002
LAD,Luanda,AO,-8.85837,13.2312
LAE,Lae,PG,-6.569803,146.725977
LAF,West Lafayette,IN,40.412875,-86.939363
LAH,Labuha-Halmahera Island,ID,-0.635259,127.501999
LAI,Lannion,FR,48.754398,-3.47166
LAJ,Lages,BR,-27.782101,-50.281502
LAK,Aklavik,CA,68.223297,-135.00599
LAL,Lakeland,FL,27.987656,-82.018776
LAM,Los Alamos,NM,35.87979889,-106.2689972
LAN,Lansing,MI,42.77870178222656,-84.58740234
LAO,Laoag City,PH,18.176121,120.531034
LAP,La Paz,MX,24.072701,-110.362
LAQ,Al Albraq,LY,32.7887,21.9643
LAR,Laramie,WY,41.31209945678711,-105.6750031
LAS,Las Vegas,NV,36.083361,-115.151817
LAU,Lamu,KE,-2.252431,40.912892
LAW,Lawton,OK,34.567699,-98.416603
LAX,Los Angeles,CA,33.942501,-118.407997
LAY,Ladysmith,ZA,-28.58169937,29.7497005463
LAZ,Bom Jesus da Lapa,BR,-13.2621,-43.4081
LBA,"Leeds, West Yorkshire",GB,53.865898,-1.66057
LBB,Lubbock,TX,33.663601,-101.822998
LBC,Lübeck,DE,53.805401,10.7192
LBD,Khujand,TJ,40.215401,69.694702
LBE,Latrobe,PA,40.275902,-79.4048
LBF,North Platte,NE,41.12620163,-100.6839981
LBG,Paris,FR,48.969398,2.44139
LBH,Sydney,AU,-33.5871,151.3234
LBI,Albi,FR,43.913898,2.11306
LBJ,"Labuan Bajo, Manggarai Barat",ID,-8.480694,119.888306
LBK,Liboi,KE,0.348333,40.881699
LBL,Liberal,KS,37.0442009,-100.9599991
LBM,Luabo,MZ,-18.4139,36.1068
LBN,Lake Baringo,KE,0.603167,36.013
LBO,Lusambo,CD,-4.96167,23.3783
LBP,Long Banga,MY,3.202138,115.401811
LBQ,Lambarene,GA,-0.704389,10.2457
LBR,Lábrea,BR,-7.27897,-64.769501
LBS,Labasa,FJ,-16.4667,179.339996
LBT,Lumberton,NC,34.610773,-79.05943
LBU,Labuan,MY,5.301667,115.248333
LBV,Libreville,GA,0.458600014,9.4122800827
LBW,Long Bawan,ID,3.900495,115.690089
LBX,Lubang,PH,13.8554,120.105003
LBY,La Baule-Escoublac,FR,47.289398,-2.34639
LBZ,Lucapa,AO,-8.442339,20.732701
LCA,Larnaca,CY,34.875099,33.624901
LCB,Pontes e Lacerda,BR,-15.1934,-59.3848
LCC,Galatina (LE),IT,40.239201,18.133301
LCD,Louis Trichardt,ZA,-23.06189919,29.86470031738281
LCE,La Ceiba,HN,15.7425,-86.852997
LCF,Rio Dulce,GT,15.668363,-88.961763
LCG,Culleredo,ES,43.302101,-8.37726
LCH,Lake Charles,LA,30.126100540161133,-93.22329712
LCI,Laconia / Gilford,NH,43.572701,-71.4189
LCJ,Łódź,PL,51.721901,19.3981
LCK,Columbus,OH,39.813801,-82.927803
LCL,Pinar del Rio,CU,22.3361,-83.641899
LCM,La Cumbre,AR,-31.0058,-64.531898
LCN,nan,AU,-30.535,139.337006
LCO,Lague,CG,-2.45,14.533
LCP,Loncopue,AR,-38.081902,-70.643898
LCQ,Lake City,FL,30.181999,-82.576897
LCR,La Chorrera,CO,-1.456361,-72.801086
LCS,Dehong (Longchuan),CN,24.26652,97.9048
LCT,Shijiazhuang,CN,37.91305,114.59166
LCX,Longyan (Liancheng),CN,25.67592,116.745907
LCY,London,GB,51.505299,0.055278
LDA,Malda,IN,25.01018,88.126917
LDB,Londrina,BR,-23.334375,-51.128365
LDC,Lindeman Island,AU,-20.45359993,149.0399933
LDE,Tarbes/Lourdes/Pyrénées,FR,43.178699,-0.006439
LDG,Leshukonskoye,RU,64.89600372,45.72299957
LDH,Lord Howe Island,AU,-31.538204,159.07546
LDI,Lindi,TZ,-9.851005,39.75911
LDJ,Linden,NJ,40.61740112,-74.24459839
LDK,Lidköping,SE,58.4655,13.1744
LDM,Ludington,MI,43.96250153,-86.40789795
LDN,Lamidanda,NP,27.253099,86.669998
LDO,Aurora,SR,4.376108,-55.407057
LDS,Yichun,CN,47.752056,129.019125
LDU,Lahad Datu,MY,5.03241,118.32376
LDV,Landivisiau,FR,48.5303,-4.15164
LDW,Lansdowne Station,AU,-17.6128,126.743
LDX,Saint-Laurent-du-Maroni,GF,5.48306,-54.034401
LDY,Derry,GB,55.04280090332031,-7.161109924
LDZ,Londolozi,ZA,-24.7478,31.4743
LEA,Exmouth,AU,-22.235201,114.090024
LEB,Lebanon,NH,43.6260986328,-72.30419922
LEC,Lençóis,BR,-12.4823,-41.277
LED,St. Petersburg,RU,59.800301,30.262501
LEE,Leesburg,FL,28.82309914,-81.80870056
LEF,Lebakeng,LS,-29.8908,28.6556
LEH,Le Havre,FR,49.534038,0.088406
LEI,Almería,ES,36.843899,-2.3701
LEJ,Schkeuditz,DE,51.420657,12.232705
LEK,Labé,GN,11.337512,-12.290869
LEL,nan,AU,-12.49890041,135.80599975585938
LEM,Lemmon,SD,45.91870117,-102.1060028
LEN,La Virgen Del Camino,ES,42.589001,-5.65556
LEO,Lekoni,GA,-1.5724,14.2878
LEP,Leopoldina,BR,-21.468226,-42.727076
LEQ,"Land's End, Cornwall",GB,50.102798,-5.67056
LER,nan,AU,-27.84329987,120.7030029296875
LES,Lesobeng,LS,-29.755583,28.357054
LET,Leticia,CO,-4.19355,-69.9432
LEU,La Seu d'Urgell Pyrenees and Andorra,ES,42.3386,1.40917
LEV,Bureta,FJ,-17.71109962,178.7590027
LEW,Auburn/Lewiston,ME,44.04850006,-70.28350067
LEX,Lexington,KY,38.036499,-84.605904
LEY,Lelystad,NL,52.453188,5.514622
LEZ,La Esperanza,HN,14.291111,-88.175003
LFB,Lumbo,MZ,-15.0331,40.6717
LFH,Lanping Bai,CN,26.64518,99.54419
LFI,Hampton,VA,37.082901,-76.360497
LFK,Lufkin,TX,31.23399925,-94.75
LFM,Lamerd,IR,27.3727,53.188801
LFN,Louisburg,NC,36.0233,-78.330299
LFO,Kelafo,ET,5.6570000648498535,44.34999847412109
LFP,Lakefield,AU,-14.9207,144.203
LFQ,Linfen (Yaodu),CN,36.132629,111.641236
LFR,nan,VE,8.239167,-72.271027
LFT,Lafayette,LA,30.205299,-91.987602
LFW,Lomé,TG,6.16561,1.25451
LGA,New York,NY,40.777199,-73.872597
LGB,Long Beach,CA,33.816523,-118.149891
LGC,LaGrange,GA,33.008873,-85.074331
LGD,La Grande,OR,45.29019928,-118.0070038
LGE,Lake Gregory,AU,-20.1089,127.619
LGF,Yuma Proving Ground(Yuma),AZ,32.86000061,-114.3970032
LGG,Grâce-Hollogne,BE,50.638574,5.443897
LGH,nan,AU,-30.598301,138.425995
LGI,Deadman's Cay,BS,23.17900085,-75.09359741
LGK,Langkawi,MY,6.329730033874512,99.72869873046876
LGL,Long Datih,MY,3.42100000381,115.1539993
LGN,Linga Linga,PG,-5.531944444,149.7341667
LGO,Langeoog,DE,53.742379,7.496345
LGQ,Lago Agrio,EC,0.093056001,-76.86750031
LGR,Cochrane,CL,-47.243591,-72.58815
LGS,Malargue,AR,-35.493599,-69.574303
LGT,nan,CO,4.550543,-70.925353
LGU,Logan,UT,41.79119873,-111.8519974
LGW,London,GB,51.148771,-0.192089
LGX,Luuq,SO,3.8124,42.5459
LGY,Lagunillas,VE,10.12399959564209,-71.23799896
LGZ,Shannan,CN,28.422422,92.348082
LHA,Lahr/Schwarzwald,DE,48.369301,7.82772
LHE,Lahore,PK,31.521601,74.403603
LHG,nan,AU,-29.452857,147.977146
LHI,Lereh-Papua Island,ID,-3.080046,139.952817
LHK,Xiangyang (Laohekou),CN,32.38866,111.69425
LHN,Linhares,BR,-19.355202,-40.07128
LHR,London,GB,51.4706,-0.461941
LHS,Las Heras,AR,-46.538517,-68.965323
LHU,Muneambuanas,NAN,-18.116495,23.39346
LHV,Lock Haven,PA,41.13560104,-77.42230225
LHW,Lanzhou (Yongdeng),CN,36.515202,103.620003
LIA,Liangping,CN,30.679399,107.786003
LIB,Limbunya,AU,-17.23559952,129.8820038
LIC,Limon,CO,39.2747993469,-103.6660004
LIE,Libenge,CD,3.626584,18.638477
LIF,Lifou,NC,-20.774563,167.239328
LIG,Limoges/Bellegarde,FR,45.862801,1.17944
LIH,Lihue,HI,21.976,-159.339005
LII,Mulia-Papua Island,ID,-3.701938,137.957
LIJ,Lishui (Liandu),CN,28.3727,119.839
LIK,Likiep Island,MH,9.82316,169.307999
LIL,Lesquin,FR,50.563332,3.086886
LIM,Lima,PE,-12.0219,-77.114305
LIN,Segrate (MI),IT,45.445099,9.27674
LIO,Puerto Limon,CR,9.957960129,-83.02200317
LIP,Lins,BR,-21.663491,-49.729954
LIQ,Lisala,CD,2.17066,21.496901
LIR,Liberia,CR,10.5933,-85.544403
LIS,Lisbon,PT,38.7813,-9.13592
LIT,Little Rock,AR,34.729582,-92.223728
LIV,Livengood,AK,65.467,-148.6534
LIW,Loikaw,MM,19.691499710083008,97.2147979736328
LIX,Likoma Island,MW,-12.079787,34.736253
LIY,Hinesville,GA,31.891237,-81.561003
LIZ,Limestone,ME,46.950401,-67.885902
LJA,Lodja,CD,-3.462745,23.615162
LJG,Lijiang (Gucheng),CN,26.68,100.246002
LJN,Angleton,TX,29.108601,-95.462097
LJU,Zgornji Brnik,SI,46.223701,14.4576
LKA,Tiwatobi,ID,-8.274424,123.002
LKB,Lakeba Island,FJ,-18.19919968,-178.8170013
LKC,Lekana,CG,-2.313,14.606
LKD,Lakeland Downs,AU,-15.841213,144.849118
LKE,Seattle,WA,47.629002,-122.338997
LKG,Lokichogio,KE,4.20412,34.348202
LKH,Long Akah,MY,3.310909,114.785553
LKI,Lubang,ID,2.411328,96.327722
LKK,Kulik Lake,AK,58.98210144,-155.1210022
LKL,Lakselv,NO,70.068802,24.973499
LKM,Lolak,ID,0.88855,124.033634
LKN,Leknes,NO,68.15249634,13.6093998
LKO,Lucknow,IN,26.76059914,80.88929749
LKP,Lake Placid,NY,44.26449966,-73.9618988
LKR,Las Khorey,SO,11.17348,48.21426
LKU,Kalokol,KE,3.416256,35.885468
LKV,Lakeview,OR,42.1610984802,-120.3990021
LKW,Lekhwair,OM,22.804866,55.372801
LKY,Lake Manyara National Park,TZ,-3.37631,35.818298
LKZ,"Brandon, Suffolk",GB,52.40954,0.561161
LLA,Luleå,SE,65.5438,22.122
LLB,Qiannan (Libo),CN,25.4525,107.961667
LLC,Lal-lo,PH,18.182388,121.745853
LLE,Malelane,ZA,-25.473581,31.565947
LLF,Yongzhou,CN,26.338661,111.610043
LLG,Chillagoe,AU,-17.138386,144.528494
LLH,La Lima,HN,15.442801,-87.898564
LLI,Girany Amba,ET,11.975225,38.980198
LLJ,Lubuk Linggau,ID,-3.288165,102.91449
LLK,Lankaran,AZ,38.757919,48.807042
LLL,Lissadell Station,AU,-16.661,128.594
LLM,Lomlom,SB,-10.296828,166.327322
LLN,Kelila,ID,-3.728968,138.710117
LLO,Palopo,ID,-3.082997,120.245018
LLS,Las Lomitas,AR,-24.721399,-60.548801
LLT,Lobito,AO,-12.3712,13.5366
LLU,Alluitsup Paa,GL,60.46445,-45.56917
LLV,Lüliang,CN,37.683333,111.142778
LLW,Lumbadzi,MW,-13.7894,33.780998
LLX,Lyndonville,VT,44.56909943,-72.01799774
LLY,Lumberton,NJ,39.942902,-74.845703
LMA,Minchumina,AK,63.886002,-152.302002
LMB,Salima,MW,-13.755893,34.584188
LMC,La Macarena,CO,2.17565,-73.78674
LMD,Los Menucos,AR,-40.817699,-68.074699
LME,"Le Mans, Sarthe",FR,47.948604,0.201702
LMH,Limón,HN,15.856066,-85.443978
LMI,Lumi,PG,-3.476839511,142.0412922
LML,Lae Island,MH,8.92111,166.264999
LMM,Los Mochis,MX,25.685447,-109.081055
LMN,Limbang,MY,4.808300018310547,115.01000213623048
LMO,Lossiemouth,GB,57.7052002,-3.339169979
LMP,Lampedusa,IT,35.497898,12.6181
LMQ,Marsa al Brega,LY,30.378099,19.576401
LMR,Lime Acres,ZA,-28.36009979,23.43910026550293
LMS,Louisville,MS,33.14619827,-89.0625
LMT,Klamath Falls,OR,42.156101,-121.733002
LMU,Bukit Padi,ID,2.96447,105.75484
LMV,Naifaru,MV,5.457545,73.370261
LMX,Micay,CO,2.841177,-77.237214
LMY,Lake Murray,PG,-7.00992012,141.4940033
LMZ,Palma,MZ,-10.7506,40.4702
LNA,West Palm Beach,FL,26.59300041,-80.08509827
LNB,Lamen Bay,VU,-16.58419991,168.1589966
LNC,nan,PG,-6.384611111,147.3686389
LND,Lander,WY,42.815201,-108.730003
LNE,Lonorore,VU,-15.86559963,168.1719971
LNF,nan,PG,-4.855941,141.220165
LNG,Lese,PG,-8.2799,146.2765
LNH,Alpurrurulam,AU,-20.9807,137.9178
LNI,Point Lonely,AK,70.911118,-153.237766
LNJ,Lincang,CN,23.7381,100.025002
LNK,Lincoln,NE,40.85100173950195,-96.75920105
LNL,Longnan (Cheng),CN,33.789918,105.790014
LNM,nan,PG,-7.223138889,146.2270833
LNN,Willoughby,OH,41.683998,-81.389702
LNO,Leonora,AU,-28.87809944,121.31500244140624
LNP,Wise,VA,36.98749924,-82.52999878
LNR,Spring Green,WI,43.2099,-90.181332
LNS,Lancaster,PA,40.121700286865234,-76.2960968
LNU,Malinau,ID,3.575256,116.619769
LNV,Londolovit,PG,-3.043610096,152.6289978
LNX,Smolensk,RU,54.824,32.025
LNY,Lanai City,HI,20.785675,-156.951324
LNZ,Linz,AT,48.2332,14.1875
LOA,nan,AU,-18.99329948,139.90699768066406
LOB,Los Andes,CL,-32.814201,-70.646698
LOC,Lock,AU,-33.5442009,135.6929931640625
LOD,Longana,VU,-15.30669975,167.9669952
LOE,nan,TH,17.43910026550293,101.72200012207033
LOH,La Toma (Catamayo),EC,-3.995606,-79.371902
LOI,Lontras,BR,-27.15999985,-49.54249954
LOK,Lodwar,KE,3.12197,35.6087
LOL,Lovelock,NV,40.06639862,-118.5650024
LOM,Lagos de Moreno,MX,21.258983,-101.943758
LOO,Laghouat,DZ,33.7644,2.92834
LOP,"Mataram (Pujut, Lombok Tengah)",ID,-8.759962,116.278169
LOQ,Lobatse,BW,-25.1981,25.7139
LOR,Fort Rucker Ozark,AL,31.35580063,-85.75119781
LOS,Lagos,NG,6.57737,3.32116
LOT,Chicago/Romeoville,IL,41.6073,-88.096199
LOU,Louisville,KY,38.22800064,-85.66369629
LOV,Monclova,MX,26.9557,-101.470001
LOW,Louisa,VA,38.0098,-77.9701
LOY,Loyengalani,KE,2.75,36.716999
LOZ,London,KY,37.0821991,-84.0848999
LPA,Gran Canaria Island,ES,27.9319,-15.3866
LPB,La Paz / El Alto,BO,-16.51329994,-68.19229889
LPC,Lompoc,CA,34.66559982,-120.4680023
LPD,La Pedrera,CO,-1.324882,-69.581294
LPE,La Primavera,CO,5.4776,-70.4212
LPF,Liupanshui (Zhongshan),CN,26.609417,104.979
LPG,La Plata,AR,-34.9722,-57.8947
LPI,Linköping,SE,58.40620041,15.6805000305
LPJ,Guayabal,VE,6.57805,-66.816902
LPK,Lipetsk,RU,52.70280075073242,39.53779983520508
LPL,Liverpool,GB,53.333599,-2.84972
LPM,Lamap,VU,-16.4611228,167.829253
LPN,Leron Plains,PG,-6.3917,146.3434
LPO,La Porte,IN,41.57249832,-86.73449707
LPP,Lappeenranta,FI,61.044601,28.144743
LPQ,Luang Phabang,LA,19.897300720214844,102.16100311279295
LPS,Lopez,WA,48.48389816,-122.9380035
LPT,nan,TH,18.27090072631836,99.50420379638672
LPU,Long Apung-Borneo Island,ID,1.706932,114.969934
LPX,Liepāja,LV,56.517502,21.096901
LPY,"Chaspuzac, Haute-Loire",FR,45.0807,3.76289
LQK,Pickens,SC,34.81000137,-82.70290375
LQM,Puerto Leguízamo,CO,-0.182278,-74.7708
LQN,Qala-i-Naw,AF,34.985472,63.117404
LRA,Larissa,GR,39.650253,22.4655
LRB,Leribe,LS,-28.8556,28.052799
LRD,Laredo,TX,27.543800354003903,-99.46160126
LRE,Longreach,AU,-23.4342,144.279999
LRF,Jacksonville,AR,34.916900634799994,-92.14969635
LRG,Loralai,PK,30.355499267578125,68.6135025
LRH,La Rochelle,FR,46.179199,-1.19528
LRJ,Le Mars,IA,42.77799988,-96.1937027
LRL,Niamtougou,TG,9.767330169677734,1.091249942779541
LRM,La Romana,DO,18.452222,-68.911111
LRQ,Laurie River,CA,56.24860001,-101.3040009
LRR,Lar,IR,27.6747,54.383301
LRS,Leros Island,GR,37.184898,26.800301
LRT,Lorient/Lann/Bihoué,FR,47.760601,-3.44
LRU,Las Cruces,NM,32.289398,-106.921997
LRV,Gran Roque Island,VE,11.946935,-66.668333
LSA,Losuia,PG,-8.505820274,151.08099365234375
LSB,Lordsburg,NM,32.33349991,-108.6920013
LSC,La Serena-Coquimbo,CL,-29.916201,-71.199501
LSE,La Crosse,WI,43.879002,-91.256699
LSF,Fort Benning,GA,32.332546,-84.988003
LSH,Lashio,MM,22.97789955,97.75219727
LSI,"Lerwick, Shetland",GB,59.878899,-1.29556
LSJ,Long Island,PG,-5.3604,147.0177
LSK,Lusk,WY,42.7537994385,-104.4049988
LSL,Los Chiles,CR,11.0353,-84.7061
LSM,Long Semado,MY,4.217000008,115.5999985
LSN,Los Banos,CA,37.06290054,-120.8690033
LSO,Les Sables-d'Olonne,FR,46.476898,-1.72278
LSP,Paraguaná,VE,11.780775,-70.151497
LSQ,Los Angeles,CL,-37.401699,-72.4254
LSR,Kutacane,ID,3.391456,97.863726
LSS,Les Saintes,GP,15.86439991,-61.58060074
LST,Launceston (Western Junction),AU,-41.544935,147.210785
LSU,Long Sukang,MY,4.55222,115.494003
LSV,Las Vegas,NV,36.23619843,-115.0339966
LSW,Lhok Seumawe-Sumatra Island,ID,5.22668,96.950302
LSX,Lhok Sukon-Sumatra Island,ID,5.06951,97.259201
LSY,Lismore,AU,-28.830689,153.258419
LSZ,Mali Lošinj,HR,44.566985,14.393883
LTA,Tzaneen,ZA,-23.8244,30.3293
LTC,Lai,TD,9.3979,16.3125
LTD,Ghadames,LY,30.151699,9.71531
LTF,Leitre,PG,-2.8337,141.6257
LTG,Langtang,NP,28.200000762939453,85.58300018310547
LTI,Altai,MN,46.37639999389648,96.22109985351562
LTK,Latakia,SY,35.4011,35.9487
LTL,Lastourville,GA,-0.826667,12.7486
LTM,Lethem,GY,3.37276,-59.789398
LTN,"Luton, Bedfordshire",GB,51.874699,-0.368333
LTO,Loreto,MX,25.989200592041016,-111.3479996
LTP,Lyndhurst,AU,-19.19580078,144.3710022
LTQ,Le Touquet-Paris-Plage,FR,50.518284,1.621656
LTS,Altus,OK,34.667099,-99.266701
LTT,Saint-Tropez,FR,43.205399,6.482
LTU,Latur,IN,18.411501,76.464699
LTV,Lotus Vale,AU,-17.04829979,141.3760071
LTW,California,MD,38.315399,-76.550102
LTX,Latacunga,EC,-0.906833,-78.615799
LUA,Lukla,NP,27.686768,86.729479
LUB,Lumid Pau,GY,2.39392995834,-59.44100189
LUC,Laucala Island,FJ,-16.7481,-179.667007
LUD,Luderitz,NAN,-26.68740082,15.242899894714355
LUE,Lučenec,SK,48.339401,19.7358
LUF,Glendale,AZ,33.535,-112.383003
LUG,Agno,CH,46.004299,8.91058
LUH,nan,IN,30.854700088500977,75.95259857177734
LUI,La Unión,HN,15.033192,-86.692334
LUK,Cincinnati,OH,39.102357,-84.418945
LUL,Laurel,MS,31.6725997925,-89.17220306
LUM,Dehong (Mangshi),CN,24.4011,98.5317
LUN,Lusaka,ZM,-15.330833,28.452722
LUO,Luena,AO,-11.7681,19.897699
LUP,Kalaupapa,HI,21.211,-156.973999
LUQ,San Luis,AR,-33.273201,-66.3564
LUR,Cape Lisburne,AK,68.875099,-166.110001
LUT,Laura Station,AU,-15.182758,144.345535
LUU,nan,AU,-15.560495,144.451418
LUV,Langgur,ID,-5.760278,132.759444
LUW,Luwok,ID,-1.035893,122.773934
LUX,Luxembourg,LU,49.6233333,6.2044444
LUZ,Lublin,PL,51.240157,22.713461
LVA,"Laval, Mayenne",FR,48.032208,-0.743999
LVD,Lime Village,AK,61.35910034,-155.4400024
LVI,Livingstone,ZM,-17.8218,25.822701
LVK,Livermore,CA,37.69340134,-121.8199997
LVL,Lawrenceville,VA,36.774229,-77.793846
LVM,Livingston,MT,45.69940186,-110.447998
LVO,Laverton,AU,-28.614267,122.428673
LVP,Lavan Airport,IR,26.810742,53.354302
LVR,Lucas do Rio Verde,BR,-13.037861,-55.95025
LVS,Las Vegas,NM,35.654202,-105.141998
LWA,Lebak,PH,6.6739,124.0581
LWB,Lewisburg,WV,37.857914,-80.400438
LWC,Lawrence,KS,39.01119995,-95.21659851
LWE,Lewoleba,ID,-8.361805,123.438554
LWH,nan,AU,-18.57453,138.586106
LWI,Lowai,PG,-6.3344,146.6458
LWK,"Lerwick, Shetland Islands",GB,60.1922,-1.24361
LWL,Wells,NV,41.11709976,-114.9219971
LWM,Lawrence,MA,42.7172012329,-71.12339783
LWN,Gyumri,AM,40.750401,43.859299
LWO,Lviv,UA,49.8125,23.9561
LWR,Leeuwarden,NL,53.22859954833984,5.760560035705566
LWS,Lewiston,ID,46.37450027,-117.0149994
LWT,Lewistown,MT,47.048429,-109.466143
LWV,Lawrenceville,IL,38.7643013,-87.60549927
LWY,Lawas,MY,4.84917,115.407997
LXA,Shannan (Gonggar),CN,29.298001,90.911951
LXG,Luang Namtha,LA,20.966999,101.400002
LXN,Lexington,NE,40.791,-99.777298
LXR,Luxor,EG,25.671037,32.706451
LXS,Limnos Island,GR,39.917099,25.236299514799995
LXU,Lukulu,ZM,-14.375891,23.248648
LXV,Leadville,CO,39.220298767100005,-106.3170013
LYA,Luoyang (Laocheng),CN,34.7411,112.388
LYB,Blossom Village,KY,19.660161,-80.088826
LYC,Lycksele,SE,64.548302,18.7162
LYG,Lianyungang,CN,34.41406,119.17899
LYH,Lynchburg,VA,37.326698,-79.200401
LYI,Linyi (Hedong),CN,35.052918,118.411828
LYK,Lunyuk,ID,-8.989931,117.216018
LYN,"Chassieu, Lyon",FR,45.727947,4.943991
LYO,Lyons,KS,38.339481,-98.228702
LYP,Faisalabad,PK,31.364999771118164,72.99479675292969
LYR,Longyearbyen,NO,78.24610138,15.46560001
LYS,"Colombier-Saugnieu, Rhône",FR,45.725996,5.090139
LYT,Lady Elliot Island,AU,-24.1129,152.7156
LYU,Ely,MN,47.82450104,-91.83070374
LYX,"Romney Marsh, Kent",GB,50.956246,0.939074
LZA,Luiza,CD,-7.189971,22.39254
LZC,Lázaro Cárdenas,MX,18.001672,-102.220316
LZG,Nanchong (Langzhong),CN,31.50191,106.034417
LZH,Liuzhou (Liujiang),CN,24.2075,109.390999
LZI,Luozi,CD,-4.943881,14.123337
LZM,Luzamba,AO,-9.115960121,18.0492992401
LZN,Matsu (Nangan),TW,26.159656,119.958376
LZO,Luzhou (Yunlong),CN,29.030357,105.468407
LZR,nan,AU,-14.673273,145.454571
LZU,Lawrenceville,GA,33.97809982,-83.96240234
LZY,Nyingchi (Mainling),CN,29.303301,94.335297
MAA,Chennai,IN,12.990005,80.169296
MAB,Marabá,BR,-5.36859,-49.138
MAC,Macon,GA,32.82210159,-83.56199646
MAD,Madrid,ES,40.471926,-3.56264
MAE,Madera,CA,36.98860168,-120.1119995
MAF,Midland,TX,31.942499,-102.202003
MAG,Madang,PG,-5.207079887,145.7890015
MAH,Mahón (Maó),ES,39.862598,4.21865
MAJ,Majuro Atoll,MH,7.06476,171.272003
MAK,Malakal,SS,9.55897,31.652201
MAL,Mangole Island,ID,-1.782255,125.482246
MAM,Matamoros,MX,25.76989937,-97.52529907
MAN,"Manchester, Greater Manchester",GB,53.349375,-2.279521
MAO,Manaus,BR,-3.03861,-60.049702
MAP,Mamai,PG,-10.290833,149.519167
MAQ,nan,TH,16.699899673461914,98.54509735107422
MAR,Maracaibo,VE,10.55820847,-71.7278595
MAS,Manus Island,PG,-2.06189,147.423996
MAT,Matadi,CD,-5.79961,13.4404
MAU,nan,PF,-16.42650032,-152.2440033
MAV,Maloelap Island,MH,8.70444,171.229996
MAW,Malden,MO,36.6006012,-89.99220276
MAX,Ouro Sogui,SN,15.5936,-13.3228
MAY,Mangrove Cay,BS,24.287701,-77.684601
MAZ,Mayaguez,PR,18.255699157714844,-67.14849854
MBA,Mombasa,KE,-4.03483,39.5942
MBB,nan,AU,-21.16329956,119.83300018310548
MBC,M'Bigou,GA,-1.893056,11.9125
MBD,Mafeking,ZA,-25.79840088,25.5480003357
MBE,Monbetsu,JP,44.3039016724,143.404007
MBF,nan,AU,-36.717731,146.890039
MBG,Mobridge,SD,45.54650116,-100.4079971
MBH,Maryborough,AU,-25.513528,152.713603
MBI,Mbeya,TZ,-8.919942,33.273981
MBJ,Montego Bay,JM,18.5037,-77.913399
MBK,Matupá,BR,-10.170368,-54.953964
MBL,Manistee,MI,44.272707,-86.246495
MBM,Mkambati,ZA,-31.2849,29.9884
